video_id,video,caption,source,category,url,start time,end time,id,clip_path
video3462,video3462.mp4,"['a britney spears music video that is in black and white'
 'a woman with brown hair is smiling in the garden'
 'there is a white hair woman is watching the nature'
 'there is a woman is lessening a song'
 'there is a woman with brown hair searching someone'
 'britney spears sings in black and white in some trees with some harp players'
 'a blonde woman looks back and forth as she looks for something'
 'brittany spears stands near the woods and two people play a violin and harp'
 'a girl in the forest enjoying the nature while a person playing a olden days guitar'
 'woman is walking through garden while looking around'
 'a blonde headed woman stands in a jungle area and sings a song'
 'musician britney spears is in a garden performing her song circus megamix'
 'a girl with golden hair standing in a forest full of trees'
 'blonde woman in long dress is having conversation with unknown person'
 'blonde woman is looking to find someone in the dark'
 'blonde woman is lost in the mountain on night'
 'a pretty young blonde woman looks around and smiles'
 'a blonde woman in a video is singing a song'
 'a blonde woman is singing a song in a video'
 'a blonde woman is singing a song in the woods']",MSR-VTT,0,https://www.youtube.com/watch?v=ySArczxQuEI,47.85,65.57,3462,data/MSR-VTT/video3462.mp4
video4237,video4237.mp4,"['2 men are shown driving a truck' 'a guy driving a truck on off road'
 'a man drives a car down the road'
 'a man is driving a truck in the winter' 'a man is driving in a car'
 'a man is giving an explanation on trucks'
 'a man reviewing a truck while we see footage of two people driving the said truck'
 'a man talking about a gmc truck' 'a truck tv commercial'
 'people are cheering players'
 'people are driving a red truck down the road'
 'the men are test driving trucks' 'the seperate men drive the truck'
 'this is a test drive of a car' 'two men are driving'
 'two men are driving cars' 'two men are driving the car in ice and sand'
 'two men are driving trucks while someone talks about the noises of the truck'
 'two persons are driving the same car on different roads'
 'a man is giving an explanation on trucks']",MSR-VTT,9,https://www.youtube.com/watch?v=8pGoz_E1wFs,285.93,302.82,4237,data/MSR-VTT/video4237.mp4
video2596,video2596.mp4,"['a frog chases a laser beam pointer' 'a frog is eating light'
 'a frog is moving around the lazor light'
 'a frog is terrified of a lazer pointer'
 'a frog is trying to eat a laser' 'a laser is being pointed'
 'a laser pointer used to play with a frog'
 'a music video with a frog trying to catch a red laser light'
 'a person is pointing a laser pointer'
 'a person uses a laser to play with a frog' 'a red light moving around'
 'a toad chases a laser pointer' 'clip of laser pointer'
 'music playing and a frog chasing a laser'
 'person tricking frog with laser' 'pointing a frog with laser'
 'someone is playing with laser light with frog'
 'someone is teasing a bullfrog with a laser pointer'
 'someone pointing a laser gun on some sort of animal'
 'music playing and a frog chasing a laser']",MSR-VTT,0,https://www.youtube.com/watch?v=RN-dcPm9Mmc,91.42,104.59,2596,data/MSR-VTT/video2596.mp4
video847,video847.mp4,"['a boy bouncing a basketball' 'a boy is dribbling a basketbal'
 'a boy singing a song with a basketball'
 'a bunch of video of people doing the nay nay'
 'a man is singing a song in a basketball court and dancing'
 'a montage and title sequence' 'a music video of a very popular song'
 'a music video promo' 'a music video taking place on a basketball court'
 'clip of people in music video'
 'dancing clips assembled into montage of one video'
 'many people are dancing' 'people are dancing to the nae nae song'
 'people are singing and dancing' 'rapper dribbling a ball'
 'scenes from a music album'
 'several people are shown engaging in sports activities'
 'there is an auditorium where people assembled to watch something'
 'watch me whip watch me nae nae' 'scenes from a music album']",MSR-VTT,1,https://www.youtube.com/watch?v=vjW8wmF5VWc,7.1,19.36,847,data/MSR-VTT/video847.mp4
video4209,video4209.mp4,"['a man white a white shirt is in a garage talking'
 'a man in a workshop speaks about working with a company and gaining experience'
 'a young man in a white shirt with company logos describes his experience at his company while sitting in an industrial workshop'
 'a man explaining how his work experience has been good for his career'
 'man is talking about his work and its responsibilities in a production environment'
 'a man wearing a white shirt is speaking in a roof full of technology'
 'a man wearing a white shirt talks about his training and job while automotive engines and industrial equipment fill the background'
 'a man talks about the expansion of a technology company'
 'someone is talking about his technical job sharing his experience'
 'a man in white dress talking about the machinery at his factory and its uses'
 'a guy wearing a white shirt talks about the company he works for'
 'a guy wearing a white shirt talks about the company that he works for'
 'a man in a white shirt with words on it talks in a room cluttered with items'
 'person in white clothes is in his garage and talking about the problems'
 'an interview with a man about the technology he is working on and his experience'
 'man in white shirt with logos on it talking about vehicles'
 'a man in a white jacket speaking in a workroom'
 'a man in a white shirt is talking in a garage or shop'
 'a man in a white outfit is talking to some one'
 'a guy in a white shirt is describing his new job']",MSR-VTT,12,https://www.youtube.com/watch?v=wefbiSI5y8g,12.76,38.95,4209,data/MSR-VTT/video4209.mp4
video2373,video2373.mp4,"['a fight scene from an action movie'
 'a movie scene from the avengers is shown'
 'a video clip showing a superhero fighting a villain'
 'captain america fighting loki'
 'captain america fights against loki in the avengers movie'
 'captain american fights in avengers movie scene'
 'captain american fights with loki in a scene from the avengers'
 'fighting scene in a movie' 'loki fight scene in the avengers'
 'some people are fighting' 'superhero s fight in the avengers movie'
 'superheros fighting to save the world' 'the superhero refused to kneel'
 'two men are fighting with large weapons' 'two men fighting in a city'
 'two people are fighting on the streets in costume'
 'two superheroes are fighting'
 'a video clip showing a superhero fighting a villain'
 'the superhero refused to kneel' 'some people are fighting']",MSR-VTT,7,https://www.youtube.com/watch?v=kbivKqvh-6g,69.25,82.33,2373,data/MSR-VTT/video2373.mp4
video4143,video4143.mp4,"['a band is performing a song' 'a band is performing on stage'
 'a band performing a show' 'a band performing on stage for an audience'
 'a band performing on stage' 'a band playing on stage for an audience'
 'a group of men are singing and playing the guitar'
 'a group of people are performing' 'a man is performing a concert'
 'a man is playing guitar for a live crowd' 'a man is playing the guitar'
 'a man is singing a song and another man is playing guitar in stage'
 'a man playing a guitar' 'a man plays the guitar'
 'a man singing a song on stage' 'dave matthews band performs'
 'musicians on stage performing'
 'the dave matthews band plays a live performance'
 'a man is playing guitar for a live crowd'
 'a group of people are performing']",MSR-VTT,16,https://www.youtube.com/watch?v=SE60FJmkhgQ,85.63,96.78,4143,data/MSR-VTT/video4143.mp4
video3639,video3639.mp4,"['a minecraft animation of a crepper getting shot'
 'a minecraft themed cartoon in a gladiator arena'
 'a player throwing a ball at another player'
 'a video of a minecraft type commercial'
 'an animated minecraft character battles a green creature'
 'an animation shows a video game character hit by an arrow'
 'animated characters are battling in an arena'
 'blocky animated characters do battle in an arena'
 'fight between two characters in a video game'
 'minecraft characters fighting' 'minecraft gladiator fight in a ring'
 'minecraft man throwing something at others'
 'short minecraft battle animation'
 'some minecraft scenes played out like a movie'
 'someone playing a game of minecraft'
 'this is a cartoon showing a character fighting in an arena'
 'two animated characters are shown fighting'
 'video game characters are fighting'
 'video game characters getting killed'
 'video game that looks like minecraft']",MSR-VTT,8,https://www.youtube.com/watch?v=Q5FXlv4U1HI,529.8,541.96,3639,data/MSR-VTT/video3639.mp4
video2027,video2027.mp4,"['a man is shooting the elephant who is walking'
 'there is a man shooting in a beach'
 'a man is recording a bear and its cub'
 'a man behind a big camera video tapes a mama bear and her cub walking along the shoreline'
 'a man is taking camera of an aimal' 'a man taking video an elephant'
 'a big bear walking while it was camera shooted by a person'
 'a man in a black parka and black hat with a tripod and camera equipment record a grizzly bear and her cubs by a lake'
 'a man is holding a video camera and filming a bear near the water'
 'a man is watching a bear walk through muddy water'
 'a wild life reporter shooting animals with his stand camera'
 'guy shooting a bear with his camera'
 'a man is taking a video shoot of an animal in water from a distance'
 'a man wearing a hat and a coat records a bear'
 'a man wearing a hat and a coat records a bear'
 'a man on a beach films a grizzly bear and her cub with a black camera'
 'person is recording the big animals on the ground'
 'a male photographer is on the shoreline of lake or ocean it is daytime looks amazing out there is a brown bear and a brown cub walking across the view of the camera man'
 'a person is taking video of a bear is walking and crazing in a wet land'
 'a man is taking photos of a large animal from a distance']",MSR-VTT,15,https://www.youtube.com/watch?v=yQaxHZDsrCk,17.06,31.7,2027,data/MSR-VTT/video2027.mp4
video4450,video4450.mp4,"['there is a quarrel is moving in a stadium'
 'there is a quarrel moving through the ground'
 'a squirrel runs across a net during a baseball game'
 'a squirrel climbing the pitchers net at a professional baseball game played to upbeat music'
 'group of people sitting in a stadium and a squirrel on a fence'
 'a monkey is going on the grid'
 'the squirrel runs on the fence at a baseball game'
 'a squirrel climbing up a net at a baseball game'
 'a squirrel climbs the net and walks on rope audience claps for the show'
 'a dark-gray squirrel with bushy tail reaches with its front paws and kicks with back paws to get to the top of a baseball net'
 'a gray squirrel climbs the stadium netting to the top edge in front of seated spectators during a baseball game'
 'at a baseball game a squirrel is climbing a fence'
 'at a baseball game the camera starts following a squirrel that is climbing the fence'
 'squirrel walking and climbing at the top of a net in-front of huge crowd'
 'the players are watching the big animal which is climbing'
 'video of squirrel climbing up net at a pro baseball game'
 'tornament squirel running in fense'
 'a match is going on and inbetween the match the squirrel is roaming in the net here and therin in the netted and every one watch this'
 'on an good base ball match where the stadium is packed an squerill is climbing the fence and running as if going to see the match'
 'a squirrel is climbing the protective net at a baseball game']",MSR-VTT,3,https://www.youtube.com/watch?v=yQBKQEbAw0k,152.33,163.58,4450,data/MSR-VTT/video4450.mp4
video1257,video1257.mp4,"['a blonde model is walking down the runway in a red suit'
 'a fashion show is going on' 'a model is walking on the runway'
 'a model walks down the runway' 'a ramp walk is going on'
 'a walk rap by the participants' 'girl rocking the fashion show runway'
 'models are walking on a runway' 'models on the run way showing off'
 'models walk down a catwalk'
 'models walking down a run way with rap music playing in the background'
 'models walking down a runway' 'some women are walking down a runway'
 'there are models walking on a runway for a fashion show'
 'woman are walking at a fashion show'
 'women are cat walking in a fashion show' 'women model on a runway'
 'women walk down a catwalk at a fashion show'
 'women walk down a fashion show catwalk to rap music'
 'women model on a runway']",MSR-VTT,18,https://www.youtube.com/watch?v=C_7gGedmonk,368.37,382.17,1257,data/MSR-VTT/video1257.mp4
video6185,video6185.mp4,"['a couple of judges are shown on a jumbo screen at a synchronized swimming event'
 'a judge is giving her explanation' 'a man speaks to a person on stage'
 'a swim team is shown standing on television'
 'a swim team is standing on stage' 'a team awaits scores from the judges'
 'a woman talks to a woman sitting in the audience'
 'gymnasts are waiting for their scores'
 'judges at a swimming competition' 'judges give scores at a competition'
 'ladies speaking at swimming event'
 'many people talk together at a sporting event'
 'many women are posing together'
 'professional swim dancers aer being judged'
 'several people are having a conversation at a sporting event'
 'some people are talking' 'synchronized swimmers await their scores'
 'women dressed up standing on a stage'
 'judges give scores at a competition'
 'several people are having a conversation at a sporting event']",MSR-VTT,3,https://www.youtube.com/watch?v=43OYh_ATO4Q,449.81,462.65,6185,data/MSR-VTT/video6185.mp4
video4122,video4122.mp4,"['a group of people talking to one another'
 'a lady is howing a lipstick by roating the same two ladies and a gentleman conversing'
 'a man commenting on how a woman was speaking to him'
 'a man is being interviewed' 'a man is describing a conversation'
 'a man is talking about a converstation' 'a man is talking about a woman'
 'a man speaks to two women'
 'a man talking about a girl that was interviewed'
 'a man talking about using big words' 'a man talking to two women'
 'a woman is putting on lipstick'
 'a woman is sitting on a couch showing her lipstick while a man described her behavior to two other women behind a computer screen'
 'a woman is talking about makeup' 'a woman is talking about something'
 'a woman opens the lipstick and three people discussing something'
 'its a talk show' 'people talking about a woman'
 'three people in an interview' 'woman in front of a camera']",MSR-VTT,18,https://www.youtube.com/watch?v=3wrpWc4HG68,886.49,897.69,4122,data/MSR-VTT/video4122.mp4
video1620,video1620.mp4,"['a crowd yelling followed by a scene of the city of raqqa'
 'a guy talks about a syrian city in a news story'
 'a kid with his index finger pointing up' 'a man talks about syria'
 'a news report showing scenes of a middle eastern city'
 'a news video about syria' 'a video shows children posing for isis'
 'a young boy in syria makes a sign with his hand'
 'busy city streets and the people on them'
 'busy street with many vehicles moving around'
 'footage of iraq is being shown in a documentary'
 'its a vice news channel show' 'kid standing holding up hand'
 'man talking about an islamc state'
 'some people are gathered in a middle eastern city'
 'some people are standing on a street' 'they stood around and talked'
 'this is a footage from syria in a city' 'travel and news show'
 'vehicles traveling through a city']",MSR-VTT,15,https://www.youtube.com/watch?v=AUjHb4C7b94,1071.62,1084.38,1620,data/MSR-VTT/video1620.mp4
video3200,video3200.mp4,"['a video showing various outdoor activities for tourist including cooking good food on wood fire'
 'pigs are playing in water and people are enjoying food'
 'there is some favorite dishes serving on the street'
 'men and women are sitting in a horse cart and men is riding the cart'
 'men and women are sitting in a horse cart and men is riding the cart'
 'one men and one women riding horse cart'
 'on a farm some people are riding in horse-drawn carriages some pigs are walking through the mud and some food is being served'
 'different types of dishes are prepare by a chef'
 'making a recipe with shrimp in the road side areas'
 'one man and women going in horse near pigs are there and food prepared'
 'traveling making and making tasty and delicious recipe'
 'a vacation spot where they offer wildlife horse drawn carriages and safaris'
 'a horse carriage is drawn through the wilderness'
 'a couple rides a horse buggy through a safari'
 'people at a tourist attraction experiencing wildlife and local food'
 'travelling in a horse vehicle desert food and playing children'
 'bunch of people riding and enjoying the resort with animals and food'
 'a person is cooking some food outside in a pot'
 'some food in a bowl is being shown to people'
 'some people are traveling in a train and looking around a farm']",MSR-VTT,11,https://www.youtube.com/watch?v=xIsk325A7Bs,98.25,109.85,3200,data/MSR-VTT/video3200.mp4
video212,video212.mp4,"['there is a orange tshirt baby is eating something'
 'the baby eats the lemon while sitting on the floor near the crib'
 'a young child in an orange shirt laughing while eating a lemon'
 'a tolder laughs and makes nosies as he eats a lemon as his father talks to him behind the camera'
 'a baby eat fruit and laughing looking her mother face'
 'a child is playing and laughing in the home'
 'a baby eats a slice of fruit and laughts how exited he is'
 'a cute child in its pram is overjoyed at a tasting sour lime slice its father has given it'
 'a very young boy is making a funny reaction to eating a lemon'
 'a baby in a orange outfit infront of the camera eating a lemon and making faces and silly sounds'
 'a baby in orange is trying to eat a lemon with a man in the background'
 'the small baby in orange shirt is eating lemon'
 'a baby gets so excited about eating delicious fruit he emits sounds like chewbacca'
 'a orange colour dress baby is laughing while eating a fruit'
 'in a bedroom the baby is trying a new food for the first time he seems a little unsure at first but then excited and happy'
 'a toddler is laughing about the a sandwich his dad or caretaker has given him to try'
 'a baby in an orange shirt is eating some food and laughing'
 'a small boy is laughing and playing with his toys'
 'an infant in an orange shirt eating fruit'
 'a baby in an orange shirt is eating a thing']",MSR-VTT,14,https://www.youtube.com/watch?v=WwI8qi9uam0,39.18,53.55,212,data/MSR-VTT/video212.mp4
video6790,video6790.mp4,"['a cartoon dinosaur is walking in the ground'
 'a man is commentating while playing a video game'
 'a man is playing a video game and giving commentary'
 'a man moves his video game character around its world'
 'a man playing a video game' 'a person is playing a video game'
 'a person playing a video game and commentating'
 'an ice age cartoon scene with commentary in the back ground'
 'game play footage of the ice age game'
 'gameplay footage of someone playing a game'
 'gameplay for an iceage game' 'guy plays ice age video game'
 'people playing a video game'
 'sid from the ice age movies is running around a prehistoric field in this clip from a video game'
 'a cartoon character from the ice age movie riding around on a rhino in a video game'
 'someone is playing a game' 'someone is playing a video game'
 'someone is playing as sid from an ice age video game he jumps onto a rhino and breaks a set of boulders'
 'video game walk through of animated animals fighting and jumping on each other with commentary'
 'game play footage of the ice age game']",MSR-VTT,2,https://www.youtube.com/watch?v=-eq1ntpECtc,750.49,761.53,6790,data/MSR-VTT/video6790.mp4
video6824,video6824.mp4,"['a cord is being plugged into the wall'
 'a lady gives an explanation on plugging a power surge in'
 'a lady is plugging in the power on a computer'
 'a person plug something into an outlet'
 'a person sticks a plug into the wall'
 'a surge protector is good for electronics'
 'a woman connecting a desktop computer for some presentation'
 'a woman in an office is plugging in a surge protector'
 'a woman is using a electric recharger'
 'a woman plugging a surge protecter in a outlet'
 'a woman plugs a plug into an outlet'
 'a woman plugs a wire into the plug then looks at her computer and sits in a chair'
 'a woman plugs her computer into the wall'
 'a woman plugs in a surge protector'
 'a woman using a surge protector and outlet'
 'an instructional video demonstrates how to hook up a computer'
 'how to plug in a surge protector and computer'
 'instruction on a surge suppressor strip'
 'it is showing how to connect the switch in plug'
 'this is a video of a woman plugging a computer into the socket']",MSR-VTT,10,https://www.youtube.com/watch?v=KdQeU5QTfYE,188.7,200.88,6824,data/MSR-VTT/video6824.mp4
video2112,video2112.mp4,"['a bridal couple dance together'
 'a bride and groom dance while people cheer'
 'a bride and groom do the whip nae nae' 'a couple dances at a wedding'
 'a couple dances at their wedding' 'a couple dancing at their wedding'
 'a couple does a silly dance at their wedding reception'
 'a husband and wife dance at their wedding'
 'a man and a women are dancing together'
 'a man and woman are dancing to a song' 'couple is dancing'
 'girls and guys are singing and dancing'
 'home video of a couple dancing at their wedding reception'
 'man and woman are dancing'
 'one man and the lady are dancing in the stage'
 'people cheering and dancing at a wedding'
 'people houling by seeing the couple s dance'
 'wedding couple doing the stanky leg'
 'a husband and wife dance at their wedding' 'couple is dancing']",MSR-VTT,1,https://www.youtube.com/watch?v=4CpxYjGd_Bw,144.02,163.21,2112,data/MSR-VTT/video2112.mp4
video2597,video2597.mp4,"['a golfer is walking away from the hole after he makes a put'
 'a golfer just made a birdie' 'a man cooking food'
 'a man grabbing his golf ball from the hole'
 'a man is picking up a golf ball' 'a man is playing golf'
 'a man is walking accross the golf course'
 'a man picking up his ball on golf course'
 'a person is playing a computer online game'
 'a pga golf match with arnold palmer is shown'
 'announcers discuss the performance of golfers at a tournament'
 'arnold palmer golfs and commentators discuss it'
 'commentators are talking about a gold match'
 'commentators talk about a golf game'
 'footage from a pga golf video game is shown' 'its a video of golf'
 'the man retrives his ball from the hole'
 'two commentators at a golf tournament talking about what is going on'
 'video game footage of a golf game' 'video is showing diffrerent cats']",MSR-VTT,3,https://www.youtube.com/watch?v=BveC1HuQL14,303.35,314.6,2597,data/MSR-VTT/video2597.mp4
video5693,video5693.mp4,"['a game of baseball in progress as a man throws a ball and other man tries to hit it with his bat and misses it'
 'a team in white dress is playing against a team in blue dress in a baseball match'
 'there are two teams playing game one player is putting a ball and other team player is batting'
 'the base ball batman hits the ball with all his might'
 'group of people were playing american cricket which is telecast in tv'
 'sports commentators are talking while a baseball game is being plahyed'
 'the pitchers stand on the mound and throw the ball to the player'
 'a baseball field has angled brown dirt between a corner of checkerboard-patterned grass and wide-striped grass'
 'a pitcher throws a ball which is hit backwards and chased by the catcher while the umpire falls sideways'
 'a bowler balls the ball to the hitter and he misses to hit and a hitter hits the ball'
 'a baseball game between the texas longhorns and the minnesota twins'
 'news announcers are commenting on a baseball game where an umpire was hit by a ball'
 'baseball players and umpires are shown being hit by baseballs during games'
 'an umpire is struck by the ball during a baseball game'
 'a baseball player is pitching to a batter in a game'
 'a person in white tshirt is throwing ball to batsmen in baseball game'
 'the umpire falls into the dirt when a baseball smacks him in the head'
 'the umpire gets hit by the ball when a bunt attempt goes foul'
 'scene from a baseball game where the umpire gets hit by the ball'
 'the baseball pitcher pitches the ball that hits the umpire']",MSR-VTT,3,https://www.youtube.com/watch?v=wHZMXxBZCO0,74.52,85.09,5693,data/MSR-VTT/video5693.mp4
video2257,video2257.mp4,"['a child swims on the beach' 'a family is running into the ocean'
 'a kid is bathing in beach' 'children are playing in the seashore'
 'children are playing on the beach' 'children play at the beach'
 'children play with boogie boards on the beach'
 'children playing by the beach'
 'kids are surfing outside with wind noise' 'kids in beach going to surf'
 'kids play at the beach in the waves' 'kids playing at the beach'
 'kids playing on the beach' 'people are in the ocean'
 'people enjoying the ocean and beach' 'the kids were on the beach'
 'three kids go into the ocean' 'two children playing at the beach'
 'two kids playing at the beach' 'video does not load']",MSR-VTT,14,https://www.youtube.com/watch?v=CgNtfelbfvg,56.45,70.35,2257,data/MSR-VTT/video2257.mp4
video2076,video2076.mp4,"['a man giving a presentation'
 'a man in a striped shirt is onstage giving a speech and shows his audience images including one of someone sitting on a toilet'
 'a man is giving a lecture' 'a man is giving a lecture'
 'a man is giving a presentation' 'a man is giving a presentation'
 'a man is showing a funny clip on stage' 'a man is talking'
 'a man is talking about something in a stage'
 'a man is talking on a stage' 'a man is talking'
 'a man on the show talking by watching tv'
 'a man shows a funny picture then responds to the crowd s laughter'
 'a man shows a funny picture to an audience'
 'a man talking to a lot of people'
 'man giving a lecture shows a slide of someone on the toilet'
 'talk with slide show and crowd laughs' 'a man is talking'
 'a man shows a funny picture then responds to the crowd s laughter'
 'a man is showing a funny clip on stage']",MSR-VTT,12,https://www.youtube.com/watch?v=C3u2VasrA4M,278.69,292.04,2076,data/MSR-VTT/video2076.mp4
video2840,video2840.mp4,"['a superhero fights another superhero in a movie'
 'a superhero flying to the jungle and fighting'
 'a superhero getting thrown into a forest'
 'iron man and thor engaged in combat fall out of the sky and plow through a tree then get up and start punching one another'
 'iron man fighting thor' 'iron man is fighing with villain'
 'ironman and thor fall from space and break a tree in half'
 'the character iron man is flying through the woods'
 'this is a video about iron man fighting another super hero'
 'thor and iron man battle it out in a forest'
 'two men crash through a forest and fight each other'
 'two men fighting in jungle' 'two super heroes are fighting'
 'two superheroes are fighting' 'two women talking on the camera'
 'iron man fighting thor'
 'two men crash through a forest and fight each other'
 'two superheroes are fighting' 'two superheroes are fighting'
 'a superhero fights another superhero in a movie']",MSR-VTT,7,https://www.youtube.com/watch?v=0_GTNv0J9e8,28.91,40.13,2840,data/MSR-VTT/video2840.mp4
video3712,video3712.mp4,"['a scene of three people on a roller coaster midway through the video they are seen in different clothes'
 'a woman is riding a little roller coaster with her family'
 'there is family enjoying the ride travelling very well'
 'a family of four rides around curves on an amusement park ride and smiles and laughs'
 'people happily riding on a roller coaster with smiles on their faces'
 'a woman is shown riding a roller coaster three times alternately with a young boy and a young girl'
 'a woman and child are seen riding a roller coaster the woman is screaming pretty loudly'
 'a woman and a child ride a rollar coaster on different occasions sometimes they scream and hold up their arms'
 'several people ride a roller coaster as they scream and cheer'
 'the peoples are in near the ocean and ship go to the sea'
 'a family rides a roller coaster at an amusement park on a sunny day'
 'blonde woman is having fun with her husband and child'
 'a girl and kid moving fast on road driving vehical fast waving hand trees beside laughing displaying on screen'
 'a girl and kid moving in vehical driving fast waving hand beside trees displaying on screen'
 'rock music plays as woman and child enjoy roller coaster'
 'a woman and a child ride on a roller coaster'
 'a boy and his mom and then a daughter and her mom are seen riding a roller coaster through artificial rock'
 'a joyful ride in the theme park in the park in that the father mother and the children are enjoying'
 'a family is riding on a rollercoaster with a camera facing them'
 'roller coaster ride is been captured and everyone are having fun']",MSR-VTT,14,https://www.youtube.com/watch?v=v0MZQvPTK9c,530.11,543.96,3712,data/MSR-VTT/video3712.mp4
video1585,video1585.mp4,"['a crowd cheering while watching a football game' 'a football game clip'
 'a game of football is being played'
 'a referee in a football game initiates play'
 'a video clip from a college football game'
 'footage in stands at football game'
 'football players are lining up to make a play'
 'football players line up on the field' 'it is about a rugby competition'
 'many football players are getting ready for the match'
 'men playing rugby in the feild' 'people are playing football'
 'people are playing football' 'players are playing football'
 'players playing in the ground' 'rugby players ready to start the game'
 'scene between a rugby match'
 'some people are playing football in a stadium'
 'someone is watching football' 'two football teams are preparing to play']",MSR-VTT,3,https://www.youtube.com/watch?v=2if7RfRcs6A,0.0,14.63,1585,data/MSR-VTT/video1585.mp4
video1801,video1801.mp4,"['a ball has broken a car s window'
 'a beach ball breaks a pink cars window then the car gets towed'
 'a car gets towed by a truck after getting hit by a ball'
 'a car is towed after a ball breaks its window' 'a car is towed away'
 'a car leaves a garage' 'a cartoon car is being towed'
 'a cartoon car is driving down the road'
 'a cartoon of a ball being thrown at a car window'
 'a truck taking a car in a cartoon film'
 'an animated ball hit an animated car door glass'
 'an animated car leaves a garage and another animated car is hit by a ball breaking a window'
 'an animation of a car being driven around' 'ball breaking a car window'
 'car glass has broken by a ball' 'car service center and cleaning'
 'the blue car was done being repaired' 'the car was designed'
 'a car leaves a garage' 'a cartoon car is driving down the road']",MSR-VTT,14,https://www.youtube.com/watch?v=-YkcqTXp2yY,701.53,720.17,1801,data/MSR-VTT/video1801.mp4
video5701,video5701.mp4,"['there is someone giving food to a mouse'
 'a rodent nibbles in a cage next to a white bowl'
 'a white rat is sitting and eating the food feed by a person'
 'the cute rat in the house hold and eat some food'
 'a light hamster is eating in its cage'
 'a person gave a hamster a piece of food and it is nibbling on it'
 'a person feeds their pet hamster a piece of white popcorn'
 'a cute little scene of a person feeding their pet hamster who merrily bites away at the food'
 'a oman feeds something to a tiny white hamster in a tricked out cage'
 'a woman is shown feeding a hamster which is housed in a brightly colored cage'
 'a hand is feeding a white hamster that is in a cage while music is playing'
 'the small mice is eating food in his little house'
 'a woman feeds a small rodent a white flaky treat'
 'a gerbil in a cage eating after being handed a treat'
 'white mouse eating things'
 'a hamster sits on shredded paper and eats food'
 'a child fees a hamster in a brightly colored cage as music plays'
 'a small hamster is sitting in his cage enjoying food'
 'the tan gerbil is eating his snack in his cage with white blue and pink wood shavings'
 'a small rodent is jumping around outside']",MSR-VTT,13,https://www.youtube.com/watch?v=Y9q5hoTIA3g,355.34,377.59,5701,data/MSR-VTT/video5701.mp4
video24,video24.mp4,"['a man is driving a car' 'a clip with a heavy man talking to the camera'
 'an advertisement of software'
 'an introduction for a how to use linux tutorial'
 'guys showcasing technology for people' 'people are hosting show'
 'the beginning of a tech show' 'the site was very informative'
 'the video is a trailer for some tv show'
 'there is a man who met another man in this video and he is also travelling in a car'
 'two man s are talking to each other about something'
 'two men and standing beside each other' 'two men are talking'
 'two men discuss linux options with their computers'
 'two men promote their linux class'
 'two men stand together and talk while opening credits to a show appear intermittendly'
 'two men star in how to linux'
 'two overweight men talking and one of the men drives a car'
 'two people are talking to each other' 'the site was very informative']",MSR-VTT,10,https://www.youtube.com/watch?v=0gVZxQWlLOk,33.51,44.18,24,data/MSR-VTT/video24.mp4
video5790,video5790.mp4,"['a band is performing a song' 'a black man sings outdoors'
 'a drummer plays to a reggae song' 'a man is singing'
 'a man is singing an african song' 'a man is singing on a mountain'
 'a man is singing' 'a man playing drums' 'a man singing song outside'
 'a man sings in a video' 'a man sings into a microphone and dances'
 'a music video recorded outdoors' 'a reggae band is singing on a beach'
 'guy outside singing' 'jamaican song playing in the sunset'
 'music about racism by a man from ghana'
 'rocky dawuni sings about racism' 'the reggae music was entertaining'
 'there is a reggae singer and someone playing a drum' 'would not load']",MSR-VTT,15,https://www.youtube.com/watch?v=l5TMAQ3NntM,11.77,24.91,5790,data/MSR-VTT/video5790.mp4
video4441,video4441.mp4,"['three men in white hug while standing on the clouds then receive halos'
 'there is a man in white is hugging two people'
 'three men dressed as fairies in white hug among the clouds and chat humorously'
 'two young men in white run up and hug an african american man who is wearing a halo'
 'three man are hugging and talking each other'
 'the men dressed in white run and hug one another'
 'a black guy with a halo hugs his friends and then they get halos also'
 'people screaming talking and hugging each other'
 'seth rogen is in heaven with two other guys and they get halos'
 'three friends meet a long time after all are hug'
 'in full white background three man talking to each other on top every man circles are top of head'
 'three guys celebrate their arrival in heaven and getting their halos'
 'two guys hugging and angel with a halo and then when they did that they got halo s'
 'two male seeing their good friend in heaven as they all receives their halo'
 'two men in white approach a man wearing a necklace and hug him before halos appear over their heads'
 'three men in white clothes are having a meeting'
 'comedy about people turning into angels and getting halos'
 '2 men arrived before heaven s gate shouted with glee and embraced in a hug upon meeting a real angel who turned these two men into angels too'
 'bunch of guys in white tshirt hugging each other'
 'bunch of guys in white tshirt hugging each other']",MSR-VTT,7,https://www.youtube.com/watch?v=sKXmtHSzeXc,30.34,51.03,4441,data/MSR-VTT/video4441.mp4
video3019,video3019.mp4,"['a child is waving her hand'
 'a foreign clip of children chanting something'
 'a group of children are singing'
 'a group of children preform in a choir' 'a group of children sing'
 'a group of children waving and chanting'
 'a group of small children are singing'
 'a group of young children waving their hands and singing'
 'children singing and waving'
 'children wearing head coverings are singing'
 'kids singing and waving thier hands'
 'little kids are singing or chanting'
 'little kids sing a song in concert'
 'middle east students reciting a chant and waving'
 'religious kids sing together' 'some girls are waving'
 'some kids are singing a song in a stage together'
 'video of some kids singing on stage'
 'a foreign clip of children chanting something'
 'children wearing head coverings are singing']",MSR-VTT,14,https://www.youtube.com/watch?v=9h6Oozp28BA,187.84,202.65,3019,data/MSR-VTT/video3019.mp4
